dataset_code;layer_code;name;description;terrestrial;marine;freshwater;cellsize_equalarea;cellsize_lonlat;units;primary_type;primary_spatial_resolution;primary_source;start_year;start_month;start_day;end_year;end_month;end_day;derivation;month;is_surface;version
Bio-ORACLE;BO2_nitrateltmin_bdmin;Nitrate concentration (longterm min at min depth);Longterm minimum mole concentration of nitrate in sea water at minimum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term minimum value at minimum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_tempmax_bdmax;Sea water temperature (maximum at max depth);Maximum sea water temperature at the bottom at maximum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;degrees Celcius;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;maximum value at maximum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_tempmax_bdmean;Sea water temperature (maximum at mean depth);Maximum sea water temperature at the bottom at mean bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;degrees Celcius;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;maximum value at mean bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_tempmax_bdmin;Sea water temperature (maximum at min depth);Maximum sea water temperature at the bottom at mean bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;degrees Celcius;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;maximum value at minimum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_tempmean_bdmax;Sea water temperature (mean at max depth);Mean sea water temperature at the bottom at maximum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;degrees Celcius;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;mean value at maximum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_tempmean_bdmean;Sea water temperature (mean at mean depth);Mean sea water temperature at the bottom at mean bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;degrees Celcius;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;mean value at mean bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_tempmean_bdmin;Sea water temperature (mean at min depth);Mean sea water temperature at the bottom at minimum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;degrees Celcius;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;mean value at minimum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_tempmin_bdmax;Sea water temperature (minimum at max depth);Minimum sea water temperature at the bottom at maximum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;degrees Celcius;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;minimum value at maximum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_tempmin_bdmean;Sea water temperature (minimum at mean depth);Minimum sea water temperature at the bottom at mean bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;degrees Celcius;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;minimum value at mean bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_tempmin_bdmin;Sea water temperature (minimum at min depth);Minimum sea water temperature at the bottom at minimum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;degrees Celcius;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;minimum value at minimum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_temprange_bdmax;Sea water temperature (range at max depth);Range of the sea water temperature at the bottom at maximum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;degrees Celcius;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;range at maximum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_temprange_bdmean;Sea water temperature (range at mean depth);Range of the sea water temperature at the bottom at mean bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;degrees Celcius;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;range at mean bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_temprange_bdmin;Sea water temperature (range at min depth);Range of the sea water temperature at the bottom at minimum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;degrees Celcius;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;range at minimum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_templtmax_bdmax;Sea water temperature (longterm max at max depth);Longterm maximum sea water temperature at the bottom at maximum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;degrees Celcius;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term maximum value at maximum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_templtmax_bdmean;Sea water temperature (longterm max at mean depth);Longterm maximum sea water temperature at the bottom at mean bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;degrees Celcius;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term maximum value at mean bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_templtmax_bdmin;Sea water temperature (longterm max at min depth);Longterm maximum sea water temperature at the bottom at minimum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;degrees Celcius;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term maximum value at minimum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_templtmin_bdmax;Sea water temperature (longterm min at max depth);Longterm minimum sea water temperature at the bottom at maximum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;degrees Celcius;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term minimum value at maximum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_templtmin_bdmean;Sea water temperature (longterm max at mean depth);Longterm minimum sea water temperature at the bottom at mean bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;degrees Celcius;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term minimum value at mean bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_templtmin_bdmin;Sea water temperature (longterm min at min depth);Longterm minimum sea water temperature at the bottom at minimum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;degrees Celcius;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term minimum value at minimum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_carbonphytomax_bdmax;Carbon phytoplankton biomass (maximum at max depth);Maximum mole concentration of phytoplankton expressed as carbon in sea water at maximum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;maximum value at maximum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_carbonphytomax_bdmean;Carbon phytoplankton biomass (maximum at mean depth);Maximum mole concentration of phytoplankton expressed as carbon in sea water at mean bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;maximum value at mean bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_carbonphytomax_bdmin;Carbon phytoplankton biomass (maximum at min depth);Maximum mole concentration of phytoplankton expressed as carbon in sea water at mean bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;maximum value at minimum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_carbonphytomean_bdmax;Carbon phytoplankton biomass (mean at max depth);Mean mole concentration of phytoplankton expressed as carbon in sea water at maximum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;mean value at maximum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_carbonphytomean_bdmean;Carbon phytoplankton biomass (mean at mean depth);Mean mole concentration of phytoplankton expressed as carbon in sea water at mean bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;mean value at mean bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_carbonphytomean_bdmin;Carbon phytoplankton biomass (mean at min depth);Mean mole concentration of phytoplankton expressed as carbon in sea water at minimum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;mean value at minimum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_carbonphytomin_bdmax;Carbon phytoplankton biomass (minimum at max depth);Minimum mole concentration of phytoplankton expressed as carbon in sea water at maximum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;minimum value at maximum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_carbonphytomin_bdmean;Carbon phytoplankton biomass (minimum at mean depth);Minimum mole concentration of phytoplankton expressed as carbon in sea water at mean bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;minimum value at mean bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_carbonphytomin_bdmin;Carbon phytoplankton biomass (minimum at min depth);Minimum mole concentration of phytoplankton expressed as carbon in sea water at minimum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;minimum value at minimum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_carbonphytorange_bdmax;Carbon phytoplankton biomass (range at max depth);Range of the mole concentration of phytoplankton expressed as carbon in sea water at maximum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;range at maximum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_carbonphytorange_bdmean;Carbon phytoplankton biomass (range at mean depth);Range of the mole concentration of phytoplankton expressed as carbon in sea water at mean bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;range at mean bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_carbonphytorange_bdmin;Carbon phytoplankton biomass (range at min depth);Range of the mole concentration of phytoplankton expressed as carbon in sea water at minimum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;range at minimum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_carbonphytoltmax_bdmax;Carbon phytoplankton biomass (longterm max at max depth);Longterm maximum mole concentration of phytoplankton expressed as carbon in sea water at maximum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term maximum value at maximum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_carbonphytoltmax_bdmean;Carbon phytoplankton biomass (longterm max at mean depth);Longterm maximum mole concentration of phytoplankton expressed as carbon in sea water at mean bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term maximum value at mean bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_carbonphytoltmax_bdmin;Carbon phytoplankton biomass (longterm max at min depth);Longterm maximum mole concentration of phytoplankton expressed as carbon in sea water at minimum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term maximum value at minimum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_carbonphytoltmin_bdmax;Carbon phytoplankton biomass (longterm min at max depth);Longterm minimum mole concentration of phytoplankton expressed as carbon in sea water at maximum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term minimum value at maximum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_carbonphytoltmin_bdmean;Carbon phytoplankton biomass (longterm max at mean depth);Longterm minimum mole concentration of phytoplankton expressed as carbon in sea water at mean bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term minimum value at mean bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_carbonphytoltmin_bdmin;Carbon phytoplankton biomass (longterm min at min depth);Longterm minimum mole concentration of phytoplankton expressed as carbon in sea water at minimum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term minimum value at minimum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_ppmax_bdmax;Primary production (maximum at max depth);Maximum net primary productivity of carbon at maximum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;g/mü/day;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;maximum value at maximum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_ppmax_bdmean;Primary production (maximum at mean depth);Maximum net primary productivity of carbon at mean bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;g/mü/day;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;maximum value at mean bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_ppmax_bdmin;Primary production (maximum at min depth);Maximum net primary productivity of carbon at mean bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;g/mü/day;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;maximum value at minimum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_ppmean_bdmax;Primary production (mean at max depth);Mean net primary productivity of carbon at maximum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;g/mü/day;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;mean value at maximum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_ppmean_bdmean;Primary production (mean at mean depth);Mean net primary productivity of carbon at mean bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;g/mü/day;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;mean value at mean bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_ppmean_bdmin;Primary production (mean at min depth);Mean net primary productivity of carbon at minimum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;g/mü/day;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;mean value at minimum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_ppmin_bdmax;Primary production (minimum at max depth);Minimum net primary productivity of carbon at maximum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;g/mü/day;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;minimum value at maximum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_ppmin_bdmean;Primary production (minimum at mean depth);Minimum net primary productivity of carbon at mean bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;g/mü/day;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;minimum value at mean bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_ppmin_bdmin;Primary production (minimum at min depth);Minimum net primary productivity of carbon at minimum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;g/mü/day;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;minimum value at minimum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_pprange_bdmax;Primary production (range at max depth);Range of the net primary productivity of carbon at maximum bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;g/mü/day;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;range at maximum bottom depth;NA;FALSE;2
Bio-ORACLE;BO2_pprange_bdmean;Primary production (range at mean depth);Range of the net primary productivity of carbon at mean bottom depth;FALSE;TRUE;FALSE;7000;0,083333333;g/mü/day;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;range at mean bottom depth;NA;FALSE;2
